property_id,time_id,location_id,type_id,trans_id,area,price_million,price_per_m2,bedrooms_num,bathrooms_num
42123644,20240929,3,1,1,91.5,6400.0,69.945,5,2
42106675,20240111,29,1,1,484.0,54000.0,111.57,6,8
39503006,20240406,45,1,1,90.0,7900.0,87.778,0,0
39990472,20240321,52,1,1,108.0,2450.0,22.685,3,3
38506035,20231014,52,1,1,120.0,750.0,6.25,0,0
42122582,20230602,59,1,1,353.0,7000.0,19.83,0,0
42123641,20240714,24,1,1,61.0,6200.0,101.639,0,0
40827733,20240228,83,1,1,106.0,4200.0,39.623,0,0
42120367,20250417,57,1,1,61.6,2200.0,35.714,2,2
42123638,20240417,69,1,1,127.5,36900.0,289.412,6,5
40953055,20250202,16,1,1,190.0,11500.0,60.526,3,3
42023006,20240219,31,1,1,38.0,6370.0,167.632,3,3
42123635,20241026,34,1,1,129.0,7900.0,61.24,3,2
42111697,20251215,26,1,1,72.0,1360.0,18.889,2,2
41038149,20250924,51,1,1,228.0,32000.0,140.351,3,3
41481075,20241219,87,1,1,116.0,2680.0,23.103,2,2
42074166,20231008,16,1,1,176.0,14000.0,79.545,4,2
42123574,20230706,20,1,1,54.0,2500.0,46.296,2,1
42121738,20240916,27,1,1,150.0,10000.0,66.667,2,2
42123630,20240828,22,1,1,72.0,6300.0,87.5,3,4
42103194,20240701,40,1,1,63.0,2550.0,40.476,2,1
42120820,20240202,12,1,1,300.0,30000.0,100.0,38,38
42109867,20251209,141,1,1,120.0,8900.0,74.167,4,5
41404700,20240210,47,1,1,1500.0,35000.0,23.333,0,0
41283773,20250223,38,1,1,61.0,9200.0,150.82,3,3
42123624,20230308,6,1,1,60.0,8300.0,138.333,4,4
42120794,20251226,12,1,1,80.0,12500.0,156.25,2,2
41297592,20230427,352,1,1,21000.0,6300.0,0.3,0,0
41076440,20230708,51,1,1,52.0,9450.0,181.731,0,0
41566628,20230910,6,1,1,48.0,31000.0,645.833,0,0
40660368,20231110,51,1,1,105.0,18570.0,176.857,5,4
41937753,20241207,77,1,1,288.0,7490.0,26.007,0,0
42036698,20250207,38,1,1,280.0,16239.999999999998,58.0,0,0
37249862,20230611,38,1,1,196.0,18000.0,91.837,3,3
41619754,20230702,353,1,1,100.0,2750.0,27.5,0,0
42123620,20230327,15,1,1,55.0,12800.0,232.727,5,4
42074609,20251205,9,1,1,41.0,4350.0,106.098,4,3
41217767,20250812,39,1,1,110.0,12990.0,118.091,6,6
42102599,20230822,54,1,1,92.5,4260.0,46.054,0,0
40300761,20251226,4,1,1,48.0,3700.0,77.083,4,3
42083392,20230707,39,1,1,72.0,6300.0,87.5,3,2
41672012,20241117,8,1,1,47.0,9600.0,204.255,5,7
42030908,20240321,12,1,1,123.0,7470.0,60.732,3,2
42123564,20231012,3,1,1,88.0,11700.0,132.955,4,3
41677836,20240929,216,1,1,58.0,455.0,7.845,0,0
37251110,20230902,20,1,1,30.0,7150.0,238.333,0,0
39517468,20231117,39,1,1,46.5,1200.0,25.806,1,0
42113748,20251006,7,1,1,200.0,75000.0,375.0,0,0
42123616,20240815,100,1,1,399.5,29960.0,74.994,0,0
42123563,20240730,32,1,1,68.0,6700.0,98.529,0,0
42123615,20230420,6,1,1,52.0,14250.0,274.038,6,6
42123560,20251208,30,1,1,70.0,3150.0,45.0,3,3
40719324,20231009,79,1,1,120.0,6000.0,50.0,4,4
42083380,20240220,39,1,1,72.0,3900.0,54.167,3,3
39831591,20240104,20,1,1,54.0,8990.0,166.481,6,4
42121187,20230114,31,1,1,120.0,8200.0,68.333,6,6
40759481,20241212,59,1,1,600.0,3500.0,5.833,0,0
42123558,20231202,99,1,1,85.0,4100.0,48.235,0,0
42123609,20230603,5,1,1,56.0,6300.0,112.5,0,0
41243300,20250111,26,1,1,60.0,12600.0,210.0,5,5
41913558,20240408,51,1,1,81.0,17560.0,216.79,0,0
42123557,20250611,47,1,1,100.0,4200.0,42.0,2,2
42110668,20230205,32,1,1,68.0,3250.0,47.794,2,2
41669542,20250227,10,1,1,93.0,14500.0,155.914,4,5
42095246,20250224,3,1,1,51.8,3000.0,57.915,0,0
42123551,20250904,17,1,1,100.0,13600.0,136.0,4,4
41918477,20240120,79,1,1,80.0,2400.0,30.0,0,0
41028299,20250212,37,1,1,26.0,7500.0,288.462,0,0
42123550,20240803,148,1,1,90.0,1500.0,16.667,0,0
42123600,20240728,12,1,1,370.0,86000.0,232.432,8,8
41588348,20240902,51,1,1,75.0,15800.0,210.667,4,4
42101228,20240510,53,1,1,40.0,6800.0,170.0,4,4
41407589,20230803,3,1,1,160.0,11500.0,71.875,0,0
41574877,20231122,20,1,1,50.0,14200.0,284.0,4,4
42123595,20240913,23,1,1,77.0,3200.0,41.558,3,2
41497367,20230916,51,1,1,66.0,14460.0,219.091,3,4
42123544,20240531,15,1,1,267.0,205000.0,767.79,8,16
42123543,20250623,6,1,1,42.0,15600.0,371.429,4,3
41945622,20241211,8,1,1,55.0,2480.0,45.091,2,2
42123411,20240815,129,1,1,40.0,2850.0,71.25,0,0
42123590,20250515,100,1,1,100.0,6350.0,63.5,0,0
41317059,20250910,152,1,1,280.0,3920.0,14.0,0,0
42108497,20240118,20,1,1,90.0,4050.0,45.0,3,2
41722644,20241126,7,1,1,62.0,8850.0,142.742,4,3
42123539,20241108,23,1,1,65.0,11800.0,181.538,5,4
42122601,20240806,38,1,1,140.0,6500.0,46.429,0,0
42119281,20250527,45,1,1,120.0,17900.0,149.167,0,0
39611914,20250405,201,1,1,8170.0,5000.0,0.612,0,0
33896938,20230315,124,1,1,6000.0,4200.0,0.7,0,0
41708562,20230909,69,1,1,104.0,11440.0,110.0,0,0
42080240,20240517,15,1,1,195.0,120000.0,615.385,8,0
41042860,20231021,201,1,1,585.0,379.0,0.648,0,0
41778003,20230914,69,1,1,80.0,18500.0,231.25,0,0
42123581,20230614,25,1,1,55.0,16500.0,300.0,5,5
32444875,20251227,124,1,1,2400.0,1700.0,0.708,0,0
42123532,20240903,57,1,1,72.0,2450.0,34.028,2,2
40799839,20230117,47,1,1,140.0,6800.0,48.571,0,0
41053929,20250815,177,1,1,914.0,2900.0,3.173,0,0
42123530,20250902,23,1,1,35.0,6900.0,197.143,3,4
41070033,20240815,177,1,1,1900.0,7900.0,4.158,0,0
42123527,20240320,32,1,1,60.0,8700.0,145.0,5,5
40768105,20240405,124,1,1,1223.0,1500.0,1.226,0,0
37203343,20230505,177,1,1,270.0,3800.0,14.074,3,2
42094043,20230427,177,1,1,338.0,6600.0,19.527,0,0
42123573,20241011,4,1,1,34.0,5800.0,170.588,3,4
42079457,20230702,177,1,1,155.0,2950.0,19.032,0,0
42083564,20241114,47,1,1,140.0,7500.0,53.571,0,0
42079619,20230410,177,1,1,209.0,6200.0,29.665,0,0
42123521,20240525,5,1,1,49.5,2650.0,53.535,0,0
41089693,20250105,177,1,1,914.0,2900.0,3.173,0,0
41618123,20240729,36,1,1,52.0,7500.0,144.231,0,0
42123520,20240107,17,1,1,52.0,3850.0,74.038,2,2
38469728,20230510,124,1,1,4500.0,2900.0,0.644,0,0
42123571,20230706,26,1,1,48.0,4780.0,99.583,3,2
40821959,20251031,66,1,1,45.0,4250.0,94.444,3,3
41957181,20241022,30,1,1,147.5,7500.0,50.847,0,0
40332540,20231118,30,1,1,100.0,4950.0,49.5,4,3
42123516,20250218,32,1,1,62.0,8000.0,129.032,0,0
41768180,20250204,3,1,1,160.0,10300.0,64.375,0,0
42123570,20250220,69,1,1,80.0,18800.0,235.0,5,4
41500784,20230323,69,1,1,78.8,5120.0,64.975,0,0
40427425,20230823,3,1,1,140.0,8300.0,59.286,0,0
42123511,20240308,44,1,1,1469.0,10200.0,6.943,0,0
40575285,20230117,3,1,1,100.0,6700.0,67.0,0,0
27816144,20250721,3,1,1,100.0,6700.0,67.0,0,0
41801934,20250803,45,1,1,320.0,16500.0,51.562,3,0
41577028,20240601,4,1,1,67.0,5000.0,74.627,2,2
42099060,20231206,45,1,1,400.0,20500.0,51.25,4,0
39015948,20230714,16,1,1,100.0,12000.0,120.0,0,0
42100823,20250312,51,1,1,70.0,1400.0,20.0,2,2
38316154,20240421,305,1,1,159.0,480.0,3.019,0,0
37831562,20240217,16,1,1,100.0,21000.0,210.0,0,0
42123504,20250313,176,1,1,83.2,1300.0,15.625,0,0
38316027,20230411,67,1,1,100.0,800.0,8.0,0,0
42123501,20250905,8,1,1,52.0,9600.0,184.615,4,3
39755457,20240821,201,1,1,177.0,1000.0,5.65,0,0
39001910,20230327,3,1,1,160.0,9000.0,56.25,0,0
38322688,20230331,182,1,1,1700.0,3700.0,2.176,0,0
42123492,20240530,17,1,1,75.6,4470.0,59.127,0,0
38322917,20250517,50,1,1,881.0,3700.0,4.2,0,0
40212580,20230516,283,1,1,500.0,600.0,1.2,0,0
41579130,20251218,7,1,1,165.0,23000.0,139.394,4,0
42122142,20240619,19,1,1,250.0,6150.0,24.6,3,3
39755330,20231222,201,1,1,331.0,1200.0,3.625,0,0
42123487,20241001,74,1,1,100.0,7300.0,73.0,0,0
41572078,20250910,37,1,1,65.0,46000.0,707.692,0,0
38312849,20240724,293,1,1,9578.0,3700.0,0.386,0,0
41825713,20250207,109,1,1,53.0,1650.0,31.132,0,0
42123485,20231108,2,1,1,70.0,11900.0,170.0,3,4
41781298,20250627,109,1,1,52.6,1650.0,31.369,0,0
40539379,20240506,66,1,1,55.0,5450.0,99.091,2,2
42123477,20241101,2,1,1,82.2,11400.0,138.686,0,0
41703788,20250502,109,1,1,51.5,1490.0,28.932,0,0
41598459,20230121,4,1,1,30.6,1800.0,58.824,1,1
41971289,20230907,12,1,1,55.0,4000.0,72.727,2,2
41143480,20240311,4,1,1,38.0,6300.0,165.789,3,3
42110327,20240508,17,1,1,56.0,4600.0,82.143,2,3
41703856,20230824,109,1,1,52.0,1490.0,28.654,0,0
42113018,20250227,141,1,1,90.0,7650.0,85.0,0,0
39206644,20241112,11,1,1,95.0,5500.0,57.895,3,2
41916099,20250618,79,1,1,172.0,1350.0,7.849,0,0
40735506,20241014,100,1,1,35.0,2800.0,80.0,1,1
41943086,20230827,109,1,1,516.0,3610.0,6.996,0,0
42123537,20240223,137,1,1,143.0,1350.0,9.441,0,0
41316121,20241205,79,1,1,216.0,3890.0,18.009,0,0
41950238,20240814,109,1,1,100.0,1000.0,10.0,0,0
41326281,20250206,7,1,1,60.0,4050.0,67.5,2,2
42123470,20230626,26,1,1,42.0,4780.0,113.81,3,0
42123469,20230411,148,1,1,157.0,4100.0,26.115,0,0
39797276,20230221,112,1,1,1000.0,1400.0,1.4,0,0
41950314,20240822,109,1,1,1030.0,7210.0,7.0,0,0
42123467,20230728,13,1,1,107.0,11950.0,111.682,3,2
39755484,20251012,201,1,1,176.0,900.0,5.114,0,0
42123466,20231111,74,1,1,109.0,3550.0,32.569,0,0
41950416,20230714,109,1,1,76.0,1440.0,18.947,0,0
40573216,20230617,47,1,1,99.0,2900.0,29.293,0,0
38802304,20240928,11,1,1,76.0,4550.0,59.868,2,2
42075946,20241121,109,1,1,70.0,1750.0,25.0,0,0
40681951,20230407,6,1,1,72.0,36000.0,500.0,0,0
41969696,20230721,25,1,1,83.0,6640.0,80.0,2,3
42123464,20231229,100,1,1,68.0,2480.0,36.471,2,2
42112974,20241114,141,1,1,110.0,9350.0,85.0,0,0
42123459,20240309,85,1,1,68.0,2500.0,36.765,2,1
42123458,20230617,8,1,1,25.0,3830.0,153.2,3,4
42122234,20240620,142,1,1,100.0,1870.0,18.7,0,0
42123457,20231226,14,1,1,95.0,7600.0,80.0,3,2
42123456,20230412,15,1,1,252.0,145000.0,575.397,5,7
42122663,20250724,99,1,1,90.0,4050.0,45.0,0,0
42087113,20231112,110,1,1,65.4,4700.0,71.865,3,3
42123491,20240104,7,1,1,30.0,12000.0,400.0,3,5
41622890,20251107,7,1,1,40.0,9200.0,230.0,4,3
42089345,20241028,57,1,1,90.0,9500.0,105.556,3,4
38487589,20231230,3,1,1,55.0,2350.0,42.727,1,1
41581943,20240320,81,1,1,56.0,2180.0,38.929,2,2
38742276,20250924,17,1,1,75.0,3200.0,42.667,2,2
42108249,20230929,57,1,1,138.0,10400.0,75.362,5,5
36630376,20230819,38,1,1,79.0,3800.0,48.101,2,2
42123523,20250228,4,1,1,61.0,7700.0,126.23,6,4
39742524,20230612,17,1,1,81.0,3900.0,48.148,2,2
39337669,20241208,2,1,1,80.0,18600.0,232.5,6,7
41987438,20241024,67,1,1,90.0,3300.0,36.667,0,0
42123451,20250909,29,1,1,86.0,7000.0,81.395,4,4
41709313,20251231,57,1,1,100.0,3900.0,39.0,0,0
42123449,20251101,14,1,1,30.0,7350.0,245.0,4,4
42123522,20230112,23,1,1,40.0,5850.0,146.25,0,0
42114999,20250506,57,1,1,95.0,5450.0,57.368,0,0
40929157,20240312,47,1,1,105.0,3650.0,34.762,0,0
42123447,20241012,34,1,1,72.0,7900.0,109.722,0,0
42112941,20250203,141,1,1,90.0,9000.0,100.0,0,0
39823752,20251023,45,1,1,1800.0,400000.0,222.222,5,5
41997463,20241005,40,1,1,60.0,3700.0,61.667,1,1
42122059,20250706,25,1,1,70.0,32000.0,457.143,0,0
41445361,20251001,3,1,1,97.8,7000.0,71.575,3,2
42123515,20250325,16,1,1,171.5,28000.0,163.265,4,0
42098101,20250213,57,1,1,94.5,7000.0,74.074,0,0
42123514,20230721,1,1,1,101.0,98000.0,970.297,0,0
42108182,20250815,57,1,1,39.0,9000.0,230.769,2,2
40087095,20250221,112,1,1,70.0,7650.0,109.286,4,3
42116623,20241115,57,1,1,175.0,25500.0,145.714,4,2
42108230,20251015,110,1,1,143.0,5000.0,34.965,0,0
41755464,20240420,26,1,1,200.0,50000.0,250.0,0,0
42108261,20240520,57,1,1,287.5,17500.0,60.87,4,5
42123440,20251021,19,1,1,120.0,2150.0,17.917,4,5
42115415,20231104,53,1,1,135.0,34890.0,258.444,44,44
42123219,20230505,7,1,1,70.0,35000.0,500.0,5,4
42114986,20240923,57,1,1,105.0,2650.0,25.238,0,0
42114376,20240913,76,1,1,245.0,950.0,3.878,0,0
42123437,20230812,23,1,1,40.0,6000.0,150.0,3,4
41785651,20240720,6,1,1,36.0,6300.0,175.0,3,4
42123503,20231030,29,1,1,48.0,3600.0,75.0,2,2
42075110,20240120,141,1,1,90.0,8550.0,95.0,0,0
42123502,20240627,57,1,1,107.5,8760.0,81.488,0,0
42123434,20251202,148,1,1,900.0,27000.0,30.0,0,0
42066257,20250113,47,1,1,942.0,9420.0,10.0,0,0
40590161,20250731,16,1,1,100.0,12200.0,122.0,3,2
42090818,20230111,16,1,1,97.0,18500.0,190.722,2,2
40371403,20250930,19,1,1,2700.0,13500.0,5.0,0,0
42123433,20230914,40,1,1,52.8,1390.0,26.326,2,1
42123432,20231007,79,1,1,100.0,2050.0,20.5,0,0
42120799,20231213,39,1,1,65.0,1650.0,25.385,2,2
41971552,20230829,150,1,1,1622.0,11000.0,6.782,0,0
42123490,20240614,12,1,1,112.0,13500.0,120.536,5,6
42123429,20230922,17,1,1,35.0,2550.0,72.857,1,1
36089273,20230327,19,1,1,6500.0,28500.0,4.385,0,0
42123427,20230919,38,1,1,131.5,9500.0,72.243,0,0
42062669,20230330,150,1,1,769.6,17000.0,22.089,0,0
42063412,20230128,23,1,1,31.0,3200.0,103.226,1,1
41082382,20231217,51,1,1,62.0,21800.0,351.613,4,5
41749592,20231226,46,1,1,180.0,6900.0,38.333,3,2
41842211,20251102,19,1,1,730.0,9500.0,13.014,0,0
42123486,20250410,100,1,1,100.0,8100.0,81.0,0,0
42123426,20240113,37,1,1,57.0,37000.0,649.123,0,0
42123425,20230716,49,1,1,76.0,3200.0,42.105,2,1
42097588,20230817,98,1,1,100.0,2650.0,26.5,0,0
41667618,20230725,150,1,1,2138.6,17000.0,7.949,3,4
41441757,20240221,6,1,1,86.0,8900.0,103.488,2,2
42085183,20251002,46,1,1,210.0,6690.0,31.857,3,2
41595693,20240704,7,1,1,75.0,6500.0,86.667,2,2
42059006,20230911,98,1,1,69.5,2850.0,41.007,0,0
42123483,20240822,25,1,1,55.0,16500.0,300.0,5,4
42073526,20250518,98,1,1,86.2,4550.0,52.784,0,0
41960501,20240620,31,1,1,45.0,5600.0,124.444,0,0
41768997,20240611,10,1,1,64.0,7200.0,112.5,3,3
42077090,20251003,141,1,1,70.0,15000.0,214.286,0,0
36714605,20250302,32,1,1,112.1,5050.0,45.049,3,2
35328222,20250216,18,1,1,252.0,80000.0,317.46,0,0
42123480,20230417,87,1,1,150.0,55000.0,366.667,0,0
42092989,20250420,98,1,1,92.5,4650.0,50.27,0,0
40703448,20230712,10,1,1,108.0,36000.0,333.333,9,9
41949219,20250804,98,1,1,100.0,5490.0,54.9,0,0
42080592,20240927,25,1,1,31.0,6400.0,206.452,4,3
42123475,20240824,7,1,1,69.0,10900.0,157.971,15,15
42000091,20240114,26,1,1,63.2,6700.0,106.013,4,5
42108101,20230411,31,1,1,143.0,5200.0,36.364,0,0
35016913,20241017,29,1,1,76.0,6200.0,81.579,5,6
41986362,20250506,12,1,1,118.0,6800.0,57.627,3,2
41041555,20240405,19,1,1,2650.0,14550.0,5.491,0,0
42079528,20250823,43,1,1,56.0,2700.0,48.214,1,1
42123472,20241017,57,1,1,264.0,20000.0,75.758,0,0
42123415,20230415,18,1,1,32.0,9000.0,281.25,4,0
37009786,20250718,29,1,1,82.5,7000.0,84.848,5,6
42123471,20250405,7,1,1,60.0,27000.0,450.0,0,0
41370128,20230323,59,1,1,165.0,2530.0,15.333,2,1
42109253,20241026,38,1,1,54.64,1580.0,28.917,2,2
42123412,20230415,23,1,1,65.0,11000.0,169.231,3,4
42076789,20240529,16,1,1,290.0,55000.0,189.655,4,3
40398697,20231014,29,1,1,120.0,9200.0,76.667,0,0
41380905,20230222,40,1,1,74.0,2280.0,30.811,2,2
38626525,20251101,40,1,1,72.0,2580.0,35.833,2,2
41990837,20250510,3,1,1,68.0,7100.0,104.412,0,0
34857093,20251230,10,1,1,145.0,13500.0,93.103,2,2
42100389,20231118,8,1,1,30.0,5750.0,191.667,3,4
42112827,20250828,141,1,1,60.0,5700.0,95.0,0,0
41635399,20230523,133,1,1,300.0,2200.0,7.333,0,0
35594813,20230211,30,1,1,72.0,2350.0,32.639,2,2
40470413,20241006,16,1,1,300.0,62000.0,206.667,4,0
39129363,20251015,40,1,1,51.0,1880.0,36.863,1,1
41660018,20251228,3,1,1,166.0,23000.0,138.554,0,0
38351826,20250620,3,1,1,136.0,15000.0,110.294,0,0
41287311,20241126,13,1,1,50.0,9600.0,192.0,5,5
41438057,20250802,29,1,1,119.0,6000.0,50.42,0,0
39701101,20251130,100,1,1,140.0,29000.0,207.143,0,0
41392479,20240429,3,1,1,75.0,7000.0,93.333,0,0
42123407,20250515,189,1,1,111.5,2340.0,20.987,0,0
40102535,20230224,30,1,1,78.0,2700.0,34.615,2,2
42018191,20250220,252,1,1,83.0,1950.0,23.494,0,0
41955507,20240411,3,1,1,300.0,35000.0,116.667,0,0
42023022,20230125,100,1,1,90.0,15000.0,166.667,13,14
39752894,20250128,59,1,1,2420.0,5000.0,2.066,0,0
39701305,20230319,3,1,1,75.0,8900.0,118.667,0,0
28628284,20251204,40,1,1,64.0,1630.0,25.469,2,2
42114947,20230501,23,1,1,36.0,6900.0,191.667,4,0
40144317,20240522,3,1,1,90.0,6200.0,68.889,0,0
42094099,20250824,10,1,1,72.0,8900.0,123.611,5,4
41650709,20230712,100,1,1,80.0,14200.0,177.5,4,4
42005408,20250605,3,1,1,110.0,10500.0,95.455,0,0
41781804,20251019,37,1,1,50.0,13500.0,270.0,3,3
42123454,20250712,57,1,1,100.0,5200.0,52.0,3,4
41778151,20230411,3,1,1,65.0,2400.0,36.923,0,0
42123400,20250920,7,1,1,70.0,17500.0,250.0,5,5
42098942,20241104,25,1,1,82.0,17500.0,213.415,3,2
42123399,20241223,66,1,1,90.0,6400.0,71.111,3,2
42123397,20240823,33,1,1,150.0,1950.0,13.0,0,0
42041780,20230706,3,1,1,133.0,16300.0,122.556,4,5
42123406,20240809,57,1,1,100.0,5650.0,56.5,3,4
41702078,20251005,3,1,1,63.4,2580.0,40.694,1,1
42123450,20250109,3,1,1,302.0,19000.0,62.914,0,0
42123353,20250712,100,1,1,100.0,2950.0,29.5,0,0
42121731,20250317,57,1,1,205.0,6870.0,33.512,0,0
42123395,20230419,20,1,1,50.0,14000.0,280.0,5,6
40752499,20241119,6,1,1,45.5,7820.0,171.868,3,3
42112214,20241126,34,1,1,190.0,58000.0,305.263,4,4
39604046,20240422,7,1,1,850.0,380000.0,447.059,0,0
42119255,20241127,238,1,1,165.0,900.0,5.455,0,0
41533889,20240622,37,1,1,23.0,10500.0,456.522,0,0
42107784,20230123,45,1,1,80.0,9000.0,112.5,6,4
41715374,20241112,8,1,1,28.0,5150.0,183.929,3,4
40934466,20240103,3,1,1,100.0,4250.0,42.5,3,3
42123127,20230111,18,1,1,84.0,16500.0,196.429,0,0
42123391,20240530,18,1,1,35.6,9500.0,266.854,5,4
41702392,20230727,3,1,1,63.0,2550.0,40.476,1,1
41869921,20231119,3,1,1,163.0,12800.0,78.528,0,0
42123387,20251113,12,1,1,180.0,14500.0,80.556,3,2
42123385,20230614,10,1,1,38.0,6700.0,176.316,3,3
42123384,20230609,24,1,1,54.0,2750.0,50.926,3,1
36704992,20250108,10,1,1,138.0,11000.0,79.71,3,2
41302668,20250331,10,1,1,135.0,13500.0,100.0,3,2
41996797,20240317,3,1,1,82.0,9200.0,112.195,0,0
42067426,20250819,183,1,1,84.0,3950.0,47.024,3,2
39849633,20251222,10,1,1,205.8,20000.0,97.182,4,3
42074431,20240820,12,1,1,240.0,25000.0,104.167,5,4
40293985,20241127,10,1,1,136.6,10800.0,79.063,3,2
38508320,20240502,40,1,1,50.0,1900.0,38.0,1,1
40788882,20250307,10,1,1,135.4,10500.0,77.548,3,2
42123438,20241111,25,1,1,65.0,11900.0,183.077,12,12
40719159,20250215,10,1,1,157.0,15000.0,95.541,3,3
41772802,20250712,24,1,1,55.0,5500.0,100.0,1,1
42062881,20230425,57,1,1,79.5,6200.0,77.987,0,0
42123379,20231105,22,1,1,70.0,16300.0,232.857,5,5
38506828,20250123,40,1,1,71.95,2500.0,34.746,2,2
42100414,20240324,57,1,1,90.0,9500.0,105.556,3,4
38079082,20250929,16,1,1,261.0,35900.0,137.548,0,0
42083003,20231012,81,1,1,48.0,3500.0,72.917,4,3
41148619,20250919,57,1,1,65.0,3250.0,50.0,0,1
39556905,20250620,125,1,1,263.0,2890.0,10.989,0,0
42012672,20230518,7,1,1,57.0,4000.0,70.175,2,2
40639506,20230321,51,1,1,140.0,21000.0,150.0,4,5
40070521,20250904,57,1,1,138.17,9670.0,69.986,0,0
32946667,20241130,26,1,1,41.0,7700.0,187.805,4,5
41482521,20251108,6,1,1,54.0,30000.0,555.556,8,7
40571173,20251113,26,1,1,100.0,19500.0,195.0,6,4
42123373,20241026,20,1,1,230.0,58000.0,252.174,6,4
40371071,20251220,57,1,1,184.3,13270.0,72.002,0,0
41657443,20250624,24,1,1,76.0,5500.0,72.368,0,0
42108689,20230920,51,1,1,61.0,3080.0,50.492,2,1
41730239,20241228,57,1,1,161.0,14490.0,90.0,0,0
41171744,20240720,30,1,1,572.0,9000.0,15.734,0,0
42123369,20250428,15,1,1,33.0,6300.0,190.909,3,4
42110421,20250415,43,1,1,63.0,3350.0,53.175,1,0
42028635,20240815,16,1,1,55.0,6800.0,123.636,1,0
42123365,20230531,30,1,1,62.0,2500.0,40.323,2,1
42116287,20240619,74,1,1,100.0,6300.0,63.0,3,2
41365710,20230610,4,1,1,62.0,8950.0,144.355,0,0
42123424,20241105,2,1,1,52.0,8500.0,163.462,4,4
41331515,20251002,51,1,1,107.0,11700.0,109.346,0,0
40825385,20230224,16,1,1,102.0,6000.0,58.824,3,2
42123363,20230625,12,1,1,45.0,5790.0,128.667,2,3
42123362,20231022,9,1,1,280.0,28000.0,100.0,0,0
41040325,20240511,40,1,1,317.8,10500.0,33.04,0,3
41871383,20240809,112,1,1,107.0,4800.0,44.86,3,3
42123422,20230829,16,1,1,400.0,100000.0,250.0,0,0
42123420,20240501,2,1,1,575.0,175000.0,304.348,0,0
41470473,20250806,36,1,1,54.0,18000.0,333.333,6,4
40364707,20240307,4,1,1,39.6,5800.0,146.465,4,3
42076053,20230208,25,1,1,60.0,4250.0,70.833,2,2
41825504,20250226,3,1,1,59.4,2300.0,38.721,2,1
42123417,20240213,110,1,1,87.3,1550.0,17.755,0,0
41485602,20230120,30,1,1,70.0,1860.0,26.571,2,2
41677614,20240520,4,1,1,80.0,14800.0,185.0,3,2
42120056,20240218,10,1,1,43.0,1820.0,42.326,2,2
40884162,20240731,133,1,1,100.0,900.0,9.0,0,0
42099842,20250405,51,1,1,59.8,7200.0,120.401,4,4
42015410,20230804,51,1,1,50.0,6700.0,134.0,4,5
41536987,20230907,24,1,1,103.0,5600.0,54.369,0,0
42113857,20230208,24,1,1,150.0,7500.0,50.0,0,0
42123350,20241210,51,1,1,120.0,7500.0,62.5,3,3
35724381,20230422,12,1,1,140.0,14000.0,100.0,3,2
42116247,20250331,24,1,1,120.0,6000.0,50.0,4,3
41330026,20250510,12,1,1,77.0,2070.0,26.883,2,2
41350518,20230910,23,1,1,59.0,3400.0,57.627,2,1
42089055,20230324,113,1,1,256.0,6910.0,26.992,0,0
42123409,20240310,84,1,1,2200.0,205000.0,93.182,72,74
42123346,20250620,74,1,1,100.0,3450.0,34.5,0,0
41384686,20251111,24,1,1,216.0,17900.0,82.87,0,0
41921739,20230805,113,1,1,197.0,13400.0,68.02,0,0
41773903,20240702,4,1,1,53.0,3250.0,61.321,2,1
41990773,20240211,23,1,1,38.2,5900.0,154.45,3,3
42123012,20240928,34,1,1,43.0,6500.0,151.163,4,4
41536168,20250807,30,1,1,100.0,3500.0,35.0,0,0
42096185,20250803,23,1,1,35.0,6250.0,178.571,3,4
40489366,20250518,12,1,1,150.0,14000.0,93.333,3,2
41349805,20230706,56,1,1,69.13,1570.0,22.711,2,2
42123342,20230208,30,1,1,64.0,4200.0,65.625,3,3
41241853,20230404,30,1,1,95.0,2400.0,25.263,3,3
42024613,20240304,33,1,1,100.0,2750.0,27.5,0,0
42123403,20230328,26,1,1,48.0,4850.0,101.042,3,2
42013808,20231105,113,1,1,500.0,11500.0,23.0,0,0
40338048,20240611,155,1,1,3000.0,1500.0,0.5,0,0
41801637,20240603,71,1,1,220.0,23500.0,106.818,0,0
41975011,20241023,3,1,1,147.0,8300.0,56.463,0,0
41207566,20230110,12,1,1,141.0,13000.0,92.199,3,2
41179540,20251027,133,1,1,150.0,1100.0,7.333,0,0
42014907,20240901,51,1,1,75.0,22000.0,293.333,4,8
37730373,20251023,12,1,1,110.0,7500.0,68.182,3,2
42123393,20240413,2,1,1,290.0,98000.0,337.931,0,0
41355752,20250105,51,1,1,70.0,3850.0,55.0,2,2
42123392,20241012,26,1,1,52.0,6600.0,126.923,3,4
42123326,20230915,57,1,1,192.0,17000.0,88.542,0,0
39478144,20241005,56,1,1,56.0,2800.0,50.0,2,1
37094767,20250306,12,1,1,128.0,12990.0,101.484,3,2
40835698,20241205,55,1,1,120.0,2400.0,20.0,0,0
41682598,20251011,13,1,1,87.0,7900.0,90.805,2,0
39132261,20230719,30,1,1,70.0,1930.0,27.571,2,2
40037517,20240723,194,1,1,216.0,5180.0,23.981,0,0
41773065,20250814,43,1,1,74.0,14000.0,189.189,1,1
41792590,20251010,13,1,1,107.0,9900.0,92.523,2,2
42096108,20250226,17,1,1,147.7,12800.0,86.662,0,0
41530538,20250501,84,1,1,86.0,16900.0,196.512,2,3
42123316,20230514,22,1,1,72.0,7100.0,98.611,3,4
